customer_key,customer_id,customer_name,customer_address,customer_email,first_purchase_date
13665,77180,Yaniv Abargil,"JESSUP, MD, USA",yanivabargil@gmail.com,2018-05-17
13666,35336,George D. Buffett,"OSHKOSH, NE, USA",georged.buffett@gmail.com,2018-05-17
13667,82941,Tsai Sen-tien,"MOUNTAIN CITY, TN, USA",tsaisen-tien@gmail.com,2018-05-17
13668,53288,John Armstrong,"KATONAH, NY, USA",johnarmstrong@gmail.com,2018-05-17
13669,44416,Carlos Monasterios,"LONE TREE, CO, USA",carlosmonasterios@gmail.com,2018-05-17
13670,67187,Anna-Greta Leijon,"LOGAN, WV, USA",anna-gretaleijon@gmail.com,2018-05-17
13671,87945,Orlando Contreras Collantes,"NOGALES, AZ, USA",orlandocontrerascollantes@gmail.com,2018-05-17
13672,53815,Hiro,"ERWIN, TN, USA",hiro@gmail.com,2018-05-17
13673,56887,Jim Kirby,"LONE PINE, CA, USA",jimkirby@gmail.com,2018-05-17
13674,85028,Tobias Arlt,"DERIDDER, LA, USA",tobiasarlt@gmail.com,2018-05-17
13675,90225,The Lord Romilly,"PUYALLUP, WA, USA",thelordromilly@gmail.com,2018-05-17
13676,36601,Marko Liias,"ALMA, MI, USA",markoliias@gmail.com,2018-05-17
13677,11389,Dušan Zbavitel,"JACKSBORO, TX, USA",dušanzbavitel@gmail.com,2018-05-17
13678,24509,Bill Branch,"WARSAW, IN, USA",billbranch@gmail.com,2018-05-17
13679,98493,John P. Milliron,"CREVE COEUR, MO, USA",johnp.milliron@gmail.com,2018-05-17
13680,35101,Silvano Raganini,"ESTES PARK, CO, USA",silvanoraganini@gmail.com,2018-05-17
13681,43392,John Donaldson,"NEW MARTINSVILLE, WV, USA",johndonaldson@gmail.com,2018-05-17
13682,80788,Sergei Timofeyev,"SEWARD, NE, USA",sergeitimofeyev@gmail.com,2018-05-17
13683,22435,Alessandro Zoppetti,"LIBERAL, KS, USA",alessandrozoppetti@gmail.com,2018-05-17
13684,60966,Bernice McFadden,"EATONTON, GA, USA",bernicemcfadden@gmail.com,2018-05-17
13685,65722,Sebastian Junger,"LONGVIEW, TX, USA",sebastianjunger@gmail.com,2018-05-17
13686,90945,Robert O'Leary,"MOSES LAKE, WA, USA",roberto'leary@gmail.com,2018-05-17
13687,45587,José Tormos Diego,"CLOVIS, CA, USA",josétormosdiego@gmail.com,2018-05-17
13688,81666,André Dias,"TEHACHAPI, CA, USA",andrédias@gmail.com,2018-05-17
13689,74577,Nap Lajoie,"NEW CASTLE, IN, USA",naplajoie@gmail.com,2018-05-17
13690,27036,David Fizdale,"NEWTON, NJ, USA",davidfizdale@gmail.com,2018-05-17
13691,85951,Mark Allen,"TARBORO, NC, USA",markallen@gmail.com,2018-05-17
13692,19582,Infante Pedro Carlos,"CHESTERFIELD, MO, USA",infantepedrocarlos@gmail.com,2018-05-17
13693,94920,"Gottfried Weilenmann, Jr.","BRUNSWICK, GA, USA","gottfriedweilenmann,jr.@gmail.com",2018-05-17
13694,30671,Sir Kenneth McLean,"MONROE, WI, USA",sirkennethmclean@gmail.com,2018-05-17
13695,69227,Berkrerk Chartvanchai,"BURLESON, TX, USA",berkrerkchartvanchai@gmail.com,2018-05-17
13696,74917,Mell,"ROSEBUD, SD, USA",mell@gmail.com,2018-05-17
13697,78415,Dimitry Dimitrievitch Zvegintzov,"NORTHFIELD, OH, USA",dimitrydimitrievitchzvegintzov@gmail.com,2018-05-17
13698,62225,Jeffrey Segal,"HARRISON, AR, USA",jeffreysegal@gmail.com,2018-05-17
13699,84205,Lena Söderblom,"MILFORD, CT, USA",lenasöderblom@gmail.com,2018-05-17
13700,34471,Alison Wright,"CARO, MI, USA",alisonwright@gmail.com,2018-05-17
13701,67706,Juma Mkambi,"MODESTO, CA, USA",jumamkambi@gmail.com,2018-05-17
13702,70993,Fedelmid mac Crimthainn,"RANSON, WV, USA",fedelmidmaccrimthainn@gmail.com,2018-05-17
13703,94906,Eric Ford,"HUNTINGTON PARK, CA, USA",ericford@gmail.com,2018-05-17
13704,33407,Casey Finnegan,"ONEONTA, NY, USA",caseyfinnegan@gmail.com,2018-05-17
13705,22271,Volodymyr Hashchyn,"PINEVILLE, LA, USA",volodymyrhashchyn@gmail.com,2018-05-17
13706,76133,Jared Jarvis,"BURLESON, TX, USA",jaredjarvis@gmail.com,2018-05-17
13707,77322,Calli Cox,"ROCHESTER, MI, USA",callicox@gmail.com,2018-05-17
13708,52480,Antonio Murdaca,"PULLMAN, WA, USA",antoniomurdaca@gmail.com,2018-05-17
13709,82624,Kimiko Hahn,"LAFAYETTE, TN, USA",kimikohahn@gmail.com,2018-05-17
13710,10298,Hermann Schwarz,"MILFORD, MA, USA",hermannschwarz@gmail.com,2018-05-17
13711,36491,Simon Finnigan,"NEWBURYPORT, MA, USA",simonfinnigan@gmail.com,2018-05-17
13712,77441,Kjell Elvis,"DOVER FOXCROFT, ME, USA",kjellelvis@gmail.com,2018-05-17
13713,44219,Dzmitry Vasilevich Rawneyka,"PRESTON, ID, USA",dzmitryvasilevichrawneyka@gmail.com,2018-05-17
13714,73360,Marc Laurick,"SEWARD, AK, USA",marclaurick@gmail.com,2018-05-17
13715,25499,Mathieu Bastareaud,"MADELIA, MN, USA",mathieubastareaud@gmail.com,2018-05-17
13716,39910,Yasin Öztekin,"PLAINVILLE, KS, USA",yasinöztekin@gmail.com,2018-05-17
13717,14826,Cesar Acharezzi,"WALDRON, AR, USA",cesaracharezzi@gmail.com,2018-05-17
13718,92983,Pia Bech Mathiesen,"SANDWICH, MA, USA",piabechmathiesen@gmail.com,2018-05-17
13719,42928,Aryan Chopra,"ALBUQUERQUE, NM, USA",aryanchopra@gmail.com,2018-05-17
13720,56925,Burke G. Hanford,"PERRY, FL, USA",burkeg.hanford@gmail.com,2018-05-17
13721,99589,"Richard ""Dickie"" Burnell","GIBSON CITY, IL, USA","richard""dickie""burnell@gmail.com",2018-05-17
13722,88268,Riadh Jelassi,"GLENWOOD, MN, USA",riadhjelassi@gmail.com,2018-05-17
13723,95095,Nanyak Dala,"IRONWOOD, MI, USA",nanyakdala@gmail.com,2018-05-17
13724,58532,Art Olivier,"SEVIERVILLE, TN, USA",artolivier@gmail.com,2018-05-17
13725,21490,Meher Abbasi,"SPARTA, NC, USA",meherabbasi@gmail.com,2018-05-17
13726,16583,Elena Schegaleva,"COLDWATER, MI, USA",elenaschegaleva@gmail.com,2018-05-17
13727,70692,J. Albert Richardson,"LEXINGTON, MS, USA",j.albertrichardson@gmail.com,2018-05-17
13728,82404,Abdul-Monem Al-Mashat,"NEW ORLEANS, LA, USA",abdul-monemal-mashat@gmail.com,2018-05-17
13729,95107,Ayala Ingedashet,"CONCORD, MA, USA",ayalaingedashet@gmail.com,2018-05-17
13730,83937,Masahiro Abe,"CALDWELL, ID, USA",masahiroabe@gmail.com,2018-05-17
13731,88911,Rie Kitahara,"MONTGOMERY, WV, USA",riekitahara@gmail.com,2018-05-17
13732,91200,Abraham Villon,"MANSFIELD, LA, USA",abrahamvillon@gmail.com,2018-05-17
13733,45104,Barnett Freedman,"AUBURN, IN, USA",barnettfreedman@gmail.com,2018-05-17
13734,39256,Adina Salaoru,"ORANGE, CA, USA",adinasalaoru@gmail.com,2018-05-17
13735,12308,Bobby Hogue,"HAWTHORNE, CA, USA",bobbyhogue@gmail.com,2018-05-17
13736,99065,Jo-Yu Chen,"RIDLEY PARK, PA, USA",jo-yuchen@gmail.com,2018-05-17
13737,50735,Héctor Sáez,"HARDEEVILLE, SC, USA",héctorsáez@gmail.com,2018-05-17
13738,26315,Theo ten Caat,"FREDERICK, OK, USA",theotencaat@gmail.com,2018-05-17
13739,11037,Fernando Mario Burgos Gallardo,"WEST COLUMBIA, SC, USA",fernandomarioburgosgallardo@gmail.com,2018-05-17
13740,74408,John Semple,"FLANDREAU, SD, USA",johnsemple@gmail.com,2018-05-17
13741,34196,Ana María Catalá,"FORT KENT, ME, USA",anamaríacatalá@gmail.com,2018-05-17
13742,85627,Brett Anderson,"VIEQUES, PR, PRI",brettanderson@gmail.com,2018-05-17
13743,37524,Kiera Cass,"RED BAY, AL, USA",kieracass@gmail.com,2018-05-17
13744,44815,Humphrey Lyons,"DUBLIN, GA, USA",humphreylyons@gmail.com,2018-05-17
13745,93573,Isaac Miller Hamilton,"FREDERICKTOWN, MO, USA",isaacmillerhamilton@gmail.com,2018-05-17
13746,86300,Eduardos Kontogeorgakis,"PICAYUNE, MS, USA",eduardoskontogeorgakis@gmail.com,2018-05-17
13747,59124,Brian Fechino,"GREENSBURG, KS, USA",brianfechino@gmail.com,2018-05-17
13748,57582,Gobron,"SILER CITY, NC, USA",gobron@gmail.com,2018-05-17
13749,69078,Janis Martin,"TAUNTON, MA, USA",janismartin@gmail.com,2018-05-17
13750,96452,Kevin Walker,"PEARSALL, TX, USA",kevinwalker@gmail.com,2018-05-17
13751,17320,Vicente Domingo Di Paola Cammarota,"BRUSH, CO, USA",vicentedomingodipaolacammarota@gmail.com,2018-05-17
13752,79226,Yohai Ben-Nun,"NEDERLAND, TX, USA",yohaiben-nun@gmail.com,2018-05-17
13753,36197,Steve Irons,"CROW AGENCY, MT, USA",steveirons@gmail.com,2018-05-17
13754,72118,Jessica-Jane Applegate,"MOBERLY, MO, USA",jessica-janeapplegate@gmail.com,2018-05-17
13755,57345,Ken Wharton,"WAHOO, NE, USA",kenwharton@gmail.com,2018-05-17
13756,22517,Ahmad Shabery Cheek,"ALHAMBRA, CA, USA",ahmadshaberycheek@gmail.com,2018-05-17
13757,36258,Christian de Jesús,"VAN NUYS, CA, USA",christiandejesús@gmail.com,2018-05-17
13758,76480,Bob Casullo,"NORTH PLATTE, NE, USA",bobcasullo@gmail.com,2018-05-17
13759,97349,Wojciech Stępień,"WHITFIELD, MS, USA",wojciechstępień@gmail.com,2018-05-17
13760,87605,Roberto Lago,"AIEA, HI, USA",robertolago@gmail.com,2018-05-17
13761,30563,Tyagaraja,"CANON CITY, CO, USA",tyagaraja@gmail.com,2018-05-17
13762,49405,Ernesto Inarkiev,"HURST, TX, USA",ernestoinarkiev@gmail.com,2018-05-17
13763,24452,Tomás Mac Eoin,"PAINESVILLE, OH, USA",tomásmaceoin@gmail.com,2018-05-17
13764,13161,Eden Donatelli,"HEMET, CA, USA",edendonatelli@gmail.com,2018-05-17
13765,52601,Daria Kondakova,"DARBY, PA, USA",dariakondakova@gmail.com,2018-05-17
13766,19189,Kevin Sullivan,"CARROLLTON, AL, USA",kevinsullivan@gmail.com,2018-05-17
13767,24094,Barry Wilson,"TRUTH OR CONSEQUENCES, NM, USA",barrywilson@gmail.com,2018-05-17
13768,13971,Jean Robert Roy,"WINTER HAVEN, FL, USA",jeanrobertroy@gmail.com,2018-05-17
13769,40871,Tom Blackburn,"MURPHY, NC, USA",tomblackburn@gmail.com,2018-05-17
13770,26877,Hroar Stjernen,"PLYMOUTH, NH, USA",hroarstjernen@gmail.com,2018-05-17
13771,34910,Edmilton Conceição dos Santos,"FARMINGTON, MO, USA",edmiltonconceiçãodossantos@gmail.com,2018-05-17
13772,63193,Mark McNeil,"SAN DIMAS, CA, USA",markmcneil@gmail.com,2018-05-17
13773,87627,Jack Howell,"APPLETON, WI, USA",jackhowell@gmail.com,2018-05-17
13774,10013,Edward Hamel,"SAN CLEMENTE, CA, USA",edwardhamel@gmail.com,2018-05-17
13775,13496,Des Cohen,"HUMMELSTOWN, PA, USA",descohen@gmail.com,2018-05-17
13776,73053,Les Mead,"BURKEVILLE, VA, USA",lesmead@gmail.com,2018-05-17
13777,81896,Rudolfs Baumanis,"WISHEK, ND, USA",rudolfsbaumanis@gmail.com,2018-05-17
13778,19163,Pierre Bosquet,"FRANKFORT, MI, USA",pierrebosquet@gmail.com,2018-05-17
13779,27651,Tony Cruz,"EDNA, TX, USA",tonycruz@gmail.com,2018-05-17
13780,83271,Alexey Zinovyev,"BARABOO, WI, USA",alexeyzinovyev@gmail.com,2018-05-17
13781,59205,Pierre-Antoine Gillet,"ELKO, NV, USA",pierre-antoinegillet@gmail.com,2018-05-17
13782,20798,Derek McCulloch,"HOLLAND, MI, USA",derekmcculloch@gmail.com,2018-05-17
13783,32495,Julien Guerrier,"PAWHUSKA, OK, USA",julienguerrier@gmail.com,2018-05-17
13784,34101,Guillermo Barreto,"FORREST CITY, AR, USA",guillermobarreto@gmail.com,2018-05-17
13785,32332,Bryan Hodgson,"DUNEDIN, FL, USA",bryanhodgson@gmail.com,2018-05-17
13786,28894,James Charles Inglis,"GLENDALE, CA, USA",jamescharlesinglis@gmail.com,2018-05-17
13787,64176,Saint Maruf Karkhi,"CHILDRESS, TX, USA",saintmarufkarkhi@gmail.com,2018-05-17
13788,22353,Brian Paddon,"GREENWOOD, IN, USA",brianpaddon@gmail.com,2018-05-17
13789,42251,Alessandra Marchioro,"FAIRVIEW, OK, USA",alessandramarchioro@gmail.com,2018-05-17
13790,11690,Uriel Fernandes,"PINEHURST, NC, USA",urielfernandes@gmail.com,2018-05-17
13791,44066,Woody Widenhofer,"MATTOON, IL, USA",woodywidenhofer@gmail.com,2018-05-17
13792,45437,David Gledson,"ROCKINGHAM, NC, USA",davidgledson@gmail.com,2018-05-17
13793,23128,Gurjinder Kumar,"LAVONIA, GA, USA",gurjinderkumar@gmail.com,2018-05-17
13794,60017,Ross Noble,"WHEATON, MN, USA",rossnoble@gmail.com,2018-05-17
13795,36787,Harry Cassady,"KINSTON, NC, USA",harrycassady@gmail.com,2018-05-17
13796,87262,Anri Jokhadze,"KULA, HI, USA",anrijokhadze@gmail.com,2018-05-17
13797,75325,Nico Wiener,"BEAUMONT, TX, USA",nicowiener@gmail.com,2018-05-17
13798,47751,Samuel Woods,"TYRONE, PA, USA",samuelwoods@gmail.com,2018-05-17
13799,52492,Ashley Sippala,"KINGSTON, NY, USA",ashleysippala@gmail.com,2018-05-17
13800,27509,"formerly Twat, née Pearson","MONTICELLO, AR, USA","formerlytwat,néepearson@gmail.com",2018-05-17
13801,23371,Jim Riggleman,"STOCKBRIDGE, GA, USA",jimriggleman@gmail.com,2018-05-17
13802,65804,Bob Kurland,"ORLANDO, FL, USA",bobkurland@gmail.com,2018-05-17
13803,98083,Ahmed Abdulla,"MOSS BEACH, CA, USA",ahmedabdulla@gmail.com,2018-05-17
13804,30877,Carlo Ludovico Ragghianti,"MADILL, OK, USA",carloludovicoragghianti@gmail.com,2018-05-17
13805,42834,Rupert Balfe,"KENNER, LA, USA",rupertbalfe@gmail.com,2018-05-17
13806,80334,Naum Natanovich (Nokhim Sanalevich) Meiman,"PROSSER, WA, USA",naumnatanovich(nokhimsanalevich)meiman@gmail.com,2018-05-17
13807,37962,OBE,"JORDAN, MT, USA",obe@gmail.com,2018-05-17
13808,75091,Ebrahim Rasool,"DAWSON, MN, USA",ebrahimrasool@gmail.com,2018-05-17
13809,28906,Ephraim Kirby-Smith,"AURORA, CO, USA",ephraimkirby-smith@gmail.com,2018-05-17
13810,16258,Romayne Wheeler,"KIMBALL, NE, USA",romaynewheeler@gmail.com,2018-05-17
13811,88586,Roger Marche,"PORT CHARLOTTE, FL, USA",rogermarche@gmail.com,2018-05-17
13812,96468,Alex Rider,"SIOUX CENTER, IA, USA",alexrider@gmail.com,2018-05-17
13813,16636,Fritz Machlup,"SHIPROCK, NM, USA",fritzmachlup@gmail.com,2018-05-17
13814,14713,Adam Woolnough,"WERNERSVILLE, PA, USA",adamwoolnough@gmail.com,2018-05-17
13815,48381,Mark Willis,"NORTHPORT, AL, USA",markwillis@gmail.com,2018-05-17
13816,55617,Gertrud Arndt,"CABO ROJO PUEBLO, PR, PRI",gertrudarndt@gmail.com,2018-05-17
13817,72188,Mutnedjmet,"HONOLULU, HI, USA",mutnedjmet@gmail.com,2018-05-17
13818,24590,Nilakantha Das,"SOUTH HAVEN, MI, USA",nilakanthadas@gmail.com,2018-05-17
13819,70404,Margaret Chapman,"RACINE, WI, USA",margaretchapman@gmail.com,2018-05-17
13820,96344,Metin Arditi,"MADELIA, MN, USA",metinarditi@gmail.com,2018-05-17
13821,98244,"John III, Marquess of Montferrat","LAWRENCE, MA, USA","johniii,marquessofmontferrat@gmail.com",2018-05-17
13822,55901,Houcine Ben Bouchaib Slaoui,"SPRINGHILL, LA, USA",houcinebenbouchaibslaoui@gmail.com,2018-05-17
13823,66353,Clay Ingram,"GREEN COVE SPRINGS, FL, USA",clayingram@gmail.com,2018-05-17
13824,53623,Tommy Hobson,"GRACEVILLE, MN, USA",tommyhobson@gmail.com,2018-05-17
13825,79876,Joel Apezteguía,"BALLINGER, TX, USA",joelapezteguía@gmail.com,2018-05-18
13826,99574,William J. Sparks,"ALLIANCE, OH, USA",williamj.sparks@gmail.com,2018-05-18
13827,44412,Jesse Lee,"HOWELL, MI, USA",jesselee@gmail.com,2018-05-18
13828,97428,Alexander Gordon Stephen,"HEALDTON, OK, USA",alexandergordonstephen@gmail.com,2018-05-18
13829,55956,Ina'am As'ad Kaddoura Al-Mufti,"DALHART, TX, USA",ina'amas'adkaddouraal-mufti@gmail.com,2018-05-18
13830,84721,J. Kenneth Gowers,"PAWTUCKET, RI, USA",j.kennethgowers@gmail.com,2018-05-18
13831,79270,Aksel Airo,"BLAIRSVILLE, GA, USA",akselairo@gmail.com,2018-05-18
13832,76275,Makkal Pavalar Inkulab,"TUSTIN, CA, USA",makkalpavalarinkulab@gmail.com,2018-05-18
13833,57126,Fujiwara no Hamanari,"EPHRATA, WA, USA",fujiwaranohamanari@gmail.com,2018-05-18
13834,20939,Ruslan Viktorovych Ivashko,"FAULKTON, SD, USA",ruslanviktorovychivashko@gmail.com,2018-05-18
13835,95073,Ahsan Ali Taj,"GRASS VALLEY, CA, USA",ahsanalitaj@gmail.com,2018-05-18
13836,49532,William Simpson,"BROOKVILLE, PA, USA",williamsimpson@gmail.com,2018-05-18
13837,20028,Raymond James Carroll,"DELRAY BEACH, FL, USA",raymondjamescarroll@gmail.com,2018-05-18
13838,24401,Tom Dettore,"MOUNT KISCO, NY, USA",tomdettore@gmail.com,2018-05-18
13839,87376,Christopher McClain Smith,"BONNERS FERRY, ID, USA",christophermcclainsmith@gmail.com,2018-05-18
13840,59643,Larry Welz,"FORT BENNING, GA, USA",larrywelz@gmail.com,2018-05-18
13841,99192,René de Brosse,"PORT GIBSON, MS, USA",renédebrosse@gmail.com,2018-05-18
13842,23282,Andrei Strâmbeanu,"DOWNERS GROVE, IL, USA",andreistrâmbeanu@gmail.com,2018-05-18
13843,34434,Mohammad Sharif,"ONAMIA, MN, USA",mohammadsharif@gmail.com,2018-05-18
13844,85387,Netai Bysack,"SAINT GEORGE, UT, USA",netaibysack@gmail.com,2018-05-18
13845,53227,Gary Baxter,"O'NEILL, NE, USA",garybaxter@gmail.com,2018-05-18
13846,91308,Mónica Moreno Hernández,"FORT HARRISON, MT, USA",mónicamorenohernández@gmail.com,2018-05-18
13847,61740,Abdallah bin Jiluwi bin Turki al Saud,"RATON, NM, USA",abdallahbinjiluwibinturkialsaud@gmail.com,2018-05-18
13848,24761,Yasutomi Nishizuka,"DICKINSON, ND, USA",yasutominishizuka@gmail.com,2018-05-18
13849,63333,Dori Monson,"MACOMB, IL, USA",dorimonson@gmail.com,2018-05-18
13850,49999,徐靜蕾,"NACOGDOCHES, TX, USA",徐靜蕾@gmail.com,2018-05-18
13851,71191,Barış Manço,"BLUE EARTH, MN, USA",barışmanço@gmail.com,2018-05-18
13852,41512,Sylvester Theophilus Clarke,"PULASKI, VA, USA",sylvestertheophilusclarke@gmail.com,2018-05-18
13853,33567,Jaime Andrés Viafara,"MULESHOE, TX, USA",jaimeandrésviafara@gmail.com,2018-05-18
13854,86965,Ivan Grésèque,"WIGGINS, MS, USA",ivangrésèque@gmail.com,2018-05-18
13855,11226,Stephane Mvibudulu,"LUCEDALE, MS, USA",stephanemvibudulu@gmail.com,2018-05-18
13856,43734,Michael R. Arietti,"ROSWELL, GA, USA",michaelr.arietti@gmail.com,2018-05-18
13857,48739,Moritz Stoppelkamp,"KREMMLING, CO, USA",moritzstoppelkamp@gmail.com,2018-05-18
13858,59747,Pat Kenelly,"MEDICAL LAKE, WA, USA",patkenelly@gmail.com,2018-05-18
13859,37039,Amr Al-Sulaya,"ROCK ISLAND, IL, USA",amral-sulaya@gmail.com,2018-05-18
13860,43585,Mian Tansen (Tansen),"BATAVIA, NY, USA",miantansen(tansen)@gmail.com,2018-05-18
13861,39385,Thomas Bowes,"BEAVER, UT, USA",thomasbowes@gmail.com,2018-05-18
13862,10129,Ivan Sokolov,"LA JOLLA, CA, USA",ivansokolov@gmail.com,2018-05-18
13863,67633,노랑,"ASHDOWN, AR, USA",노랑@gmail.com,2018-05-18
13864,13911,Jim Kerr,"WEST PLAINS, MO, USA",jimkerr@gmail.com,2018-05-18
13865,10291,Frederick J. Daly,"EMMETSBURG, IA, USA",frederickj.daly@gmail.com,2018-05-18
13866,53769,Jim Smith,"DOVER, DE, USA",jimsmith@gmail.com,2018-05-18
13867,41988,Gustave Baumann,"PIGGOTT, AR, USA",gustavebaumann@gmail.com,2018-05-18
13868,99144,Olisa Metuh,"FORT CAMPBELL, KY, USA",olisametuh@gmail.com,2018-05-18
13869,16273,Eric Tuttle,"ASHLEY, ND, USA",erictuttle@gmail.com,2018-05-18
13870,65406,Bernd Klotz,"NOVI, MI, USA",berndklotz@gmail.com,2018-05-18
13871,39580,Mieczysław Smorawiński,"MUNISING, MI, USA",mieczysławsmorawiński@gmail.com,2018-05-18
13872,29356,Basil Shaaban,"SUPERIOR, NE, USA",basilshaaban@gmail.com,2018-05-18
13873,71806,Leonard Rosoman,"BOONEVILLE, AR, USA",leonardrosoman@gmail.com,2018-05-18
13874,50423,Shigeru Kasamatsu,"OAKLAND, NE, USA",shigerukasamatsu@gmail.com,2018-05-18
13875,66306,Wilson Francisco Alves,"SIOUX CENTER, IA, USA",wilsonfranciscoalves@gmail.com,2018-05-18
13876,67964,Diego Camacho y Ávila,"HARTSVILLE, TN, USA",diegocamachoyávila@gmail.com,2018-05-18
13877,51919,Larisa Matros,"FISHERSVILLE, VA, USA",larisamatros@gmail.com,2018-05-18
13878,95569,Abou Moussa,"GATESVILLE, TX, USA",aboumoussa@gmail.com,2018-05-18
13879,61465,Vicky Moscholiou,"GALLATIN, TN, USA",vickymoscholiou@gmail.com,2018-05-18
13880,23758,Luis Santiago,"COEUR D'ALENE, ID, USA",luissantiago@gmail.com,2018-05-18
13881,84761,John H. Garvey,"PECOS, TX, USA",johnh.garvey@gmail.com,2018-05-18
13882,97391,Lucius Lyon,"BIG SANDY, MT, USA",luciuslyon@gmail.com,2018-05-18
13883,20588,Arthur Seymour Champeny,"FRIENDSHIP, WI, USA",arthurseymourchampeny@gmail.com,2018-05-18
13884,22261,Ella Hooper,"PRESTON, ID, USA",ellahooper@gmail.com,2018-05-18
13885,76645,William Small,"PETOSKEY, MI, USA",williamsmall@gmail.com,2018-05-18
13886,73551,Lloyd Stallworth,"TERRE HAUTE, IN, USA",lloydstallworth@gmail.com,2018-05-18
13887,98245,Claude Vincent Godby Haines,"DAKOTA DUNES, SD, USA",claudevincentgodbyhaines@gmail.com,2018-05-18
13888,41019,Rafael Katsutoshi Henmi,"GREENBRAE, CA, USA",rafaelkatsutoshihenmi@gmail.com,2018-05-18
13889,94086,Artur Albertovich Gubaydullin,"DEARBORN, MI, USA",arturalbertovichgubaydullin@gmail.com,2018-05-18
13890,73626,Zoe Ness,"ENID, OK, USA",zoeness@gmail.com,2018-05-18
13891,63235,Carlos Calderón,"LAKEWOOD, NJ, USA",carloscalderón@gmail.com,2018-05-18
13892,96873,William Raine Peck,"ALBANY, NY, USA",williamrainepeck@gmail.com,2018-05-18
13893,88229,Joe McClelland,"LAKE CITY, FL, USA",joemcclelland@gmail.com,2018-05-18
13894,26919,Vladimir Ashcheulov,"MCCOOK, NE, USA",vladimirashcheulov@gmail.com,2018-05-18
13895,94834,Edward Anthony McCarthy,"DARTMOUTH, MA, USA",edwardanthonymccarthy@gmail.com,2018-05-18
13896,24241,Florian Pilkington-Miksa,"WEST CHESTER, OH, USA",florianpilkington-miksa@gmail.com,2018-05-18
13897,91501,Delfo Cabrera,"RED BUD, IL, USA",delfocabrera@gmail.com,2018-05-18
13898,53719,Alexandra Caroline Marie Charlotte Louise Julia,"CHARITON, IA, USA",alexandracarolinemariecharlottelouisejulia@gmail.com,2018-05-18
13899,96464,Aaron Bertram,"PATCHOGUE, NY, USA",aaronbertram@gmail.com,2018-05-18
13900,91093,Faylan,"EAST ORANGE, NJ, USA",faylan@gmail.com,2018-05-18
13901,30121,Steven D'Amico,"PADUCAH, KY, USA",stevend'amico@gmail.com,2018-05-18
13902,86597,"George Douglas, 1st Earl of Dumbarton","INTERNATIONAL FALLS, MN, USA","georgedouglas,1stearlofdumbarton@gmail.com",2018-05-18
13903,76341,G.B. Grayson,"NEWPORT, VT, USA",g.b.grayson@gmail.com,2018-05-18
13904,74354,Stian Skjerahaug,"FILLMORE, UT, USA",stianskjerahaug@gmail.com,2018-05-18
13905,35693,Walter Sigel,"HOOD RIVER, OR, USA",waltersigel@gmail.com,2018-05-18
13906,15037,Betty Mars,"DELANO, CA, USA",bettymars@gmail.com,2018-05-18
13907,52033,Barbara Roche,"CENTERVILLE, OH, USA",barbararoche@gmail.com,2018-05-18
13908,97745,Earl Hines,"HAXTUN, CO, USA",earlhines@gmail.com,2018-05-18
13909,29801,Clinton W. Davies,"FORT RILEY, KS, USA",clintonw.davies@gmail.com,2018-05-18
13910,97010,Narek Abgaryan,"MOUNT VERNON, TX, USA",narekabgaryan@gmail.com,2018-05-18
13911,22998,Jan H. Evans-Freeman,"SLIDELL, LA, USA",janh.evans-freeman@gmail.com,2018-05-18
13912,18437,Alfred J. Whittle Jr.,"FRANKLIN, NE, USA",alfredj.whittlejr.@gmail.com,2018-05-18
13913,42817,Peter C. Ordeshook,"PICKENS, SC, USA",peterc.ordeshook@gmail.com,2018-05-18
13914,81290,Gregor Rioch,"HEBRON, NE, USA",gregorrioch@gmail.com,2018-05-18
13915,86632,Vanessa Villante,"COLUMBUS, IN, USA",vanessavillante@gmail.com,2018-05-18
13916,16728,徐懷雯,"HAMPTON, IA, USA",徐懷雯@gmail.com,2018-05-18
13917,89920,Ira Glass,"HARRIS, NY, USA",iraglass@gmail.com,2018-05-18
13918,56167,Howell John Davies,"MANCHESTER, CT, USA",howelljohndavies@gmail.com,2018-05-18
13919,42885,Sir Martin Moore-Bick,"CALHOUN CITY, MS, USA",sirmartinmoore-bick@gmail.com,2018-05-18
13920,98783,Tim Matthews,"JACKSON, AL, USA",timmatthews@gmail.com,2018-05-18
13921,65634,Kazunori Yokota,"BARDSTOWN, KY, USA",kazunoriyokota@gmail.com,2018-05-18
13922,81345,Richard Kasagga,"PROCTORVILLE, OH, USA",richardkasagga@gmail.com,2018-05-18
13923,46605,Dušan Punoševac,"DALTON, GA, USA",dušanpunoševac@gmail.com,2018-05-18
13924,57085,Vicente López Portaña,"STANDISH, MI, USA",vicentelópezportaña@gmail.com,2018-05-18
13925,97686,Viktor Lebedev,"WINNEMUCCA, NV, USA",viktorlebedev@gmail.com,2018-05-18
13926,33290,David Palmer,"MIDDLEBURG, FL, USA",davidpalmer@gmail.com,2018-05-18
13927,76363,Burak Yıldırım,"LEWES, DE, USA",burakyıldırım@gmail.com,2018-05-18
13928,40708,Dolores Veintimilla,"RENOVO, PA, USA",doloresveintimilla@gmail.com,2018-05-18
13929,90438,Moses Malone,"FLOWER MOUND, TX, USA",mosesmalone@gmail.com,2018-05-18
13930,77021,Giles Hooper,"MOUNT AIRY, NC, USA",gileshooper@gmail.com,2018-05-18
13931,89418,Jean Luc Razakarivony,"AUSTIN, TX, USA",jeanlucrazakarivony@gmail.com,2018-05-18
